label,message
safe,its worse if if uses half way then stops its better for him to complete it
safe,miserable they dont tell u that the side effects of birth control are massive gut wrenching cramps for the first months i didnt sleep at all last night
safe,send me the new number
safe,convey my regards to him
fraud,want the latest video handset anytime any network mins half price line rental reply or call for delivery tomorrow
safe,and half years i missed your friendship
safe,i cant pick the phone right now pls send a message
safe,oh for fucks sake shes in like tallahassee
safe,haha that was the first person i was gonna ask
fraud,ou are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh pmtmsgrcvd
safe,taka lor wat time u wan come n look us
fraud,free polyphonic ringtone text super to to get your free poly tone of the week now sn pobox nr zs subscription pw
safe,im reaching in another stops
safe,no i didnt mean to post it i wrote it and like so many other times ive ritten stuff to you i let it sit there it was what i was feeling at the time i was angry before i left i hit send then stop it wasnt there i checked on my phone when i got to my car it wasnt there you said you didnt sleep you were bored so why wouldnt that be the time to clean fold laundry etc at least make the bed
fraud,warner village c colin farrell in swat this wkend warner village get free med popcornjust show msgticketkioskvalid c tc kiosk reply sony mre film offers
safe,will you come online today night
safe,then anything special
safe,im in solihull do you want anything
safe,will do have a good day
safe,we regret to inform u that the nhs has made a mistakeu were never actually bornplease report yor local hospital b terminatedwe r sorry the inconvenience
safe,love that holiday monday feeling even if i have to go to the dentists in an hour
safe,i am on the way to tirupur
fraud,goal arsenal henry v liverpool henry scores with a simple shot from yards from a pass by bergkamp to give arsenal a goal margin after mins
safe,youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless
safe,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow
safe,just dropped em off omw back now
fraud,this is the nd time we have tried contact u u have won the pound prize claim is easy call now only p per min btnationalrate
safe,sitting in mu waiting for everyone to get out of my suite so i can take a shower
safe,re your call you didnt see my facebook huh
safe,g says you never answer your texts confirmdeny
safe,its so common hearin how r u wat r u doing how was ur day so let me ask u something different did u smile today if not do it now gud evng
safe,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply
safe,oh yah we never cancel leh haha
safe,we can go e normal pilates after our intro
safe,ok let u noe when i leave my house
safe,oh yes why is it like torture watching england
safe,wanna do some art d
safe,just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something
fraud,got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozadecoukwrc itcould be u
fraud,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service
safe,good morning my boytoy hows those yummy lips wheres my sexy buns now what do you do do you think of me do you crave me do you need me
safe,match startedindia ltgt for
safe,once free call me sir
safe,hey do you want anything to buy
safe,hey babe hows it going did you ever figure out where your going for new years
safe,kkcongratulation
safe,g wants to know where the fuck you are
safe,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x
safe,tomarrow i want to got to court at ltdecimalgt so you come to bus stand at
safe,go home liao ask dad to pick me up at
safe,omg you can make a wedding chapel in frontierville why do they get all the good stuff
safe,im eatin now lor but goin back to work soon e mountain deer show huh i watch b liao very nice
safe,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah
safe,wrong phone this phone i answer this one but assume the other is people i dont well
safe,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill
safe,im already back home so no probably not
fraud,great news call freefone to claim your guaranteed cash or gift speak to a live operator now
fraud,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties
safe,i am in bus on the way to calicut
safe,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night
safe,hi baby im sat on the bloody bus at the mo and i wont be home until about wanna do somethin later call me later ortxt back jess xx
